#role	situation	bx	by	xa	ya	xb	yb	xc	yc	d	wl	t	シュート	パス	ボールゲット	クリア	アクティブポジショニング	カバー	ウェイトパス
α	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36666 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36666 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36666 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36666 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.46587 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.46587 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.46587 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
γ	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.46587 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.46587 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.46587 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s6	-0.72727 	-0.63636 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.55611 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.55611 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	0.55611 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.44702 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.44702 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.44702 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.44702 	-1.00000 	0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.44702 	-1.00000 	0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.44702 	-1.00000 	1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
β	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.33817 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.33817 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.33817 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.33817 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.33817 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.33817 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.25034 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.25034 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.25034 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.25034 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.25034 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s7	0.81818 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.25034 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	-0.63636 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	-0.63636 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	-0.63636 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.63636 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.63636 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.63636 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.35718 	-1.00000 	0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.35718 	-1.00000 	0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.35718 	-1.00000 	1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
β	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.35718 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.35718 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.35718 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.67222 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.67222 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.67222 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.67222 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.67222 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.67222 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s8	0.00000 	0.00000 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	-0.53645 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	-0.53645 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	-0.53645 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.01639 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.01639 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.01639 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.01639 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.01639 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.01639 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.55611 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.55611 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.55611 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.55611 	-1.00000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.55611 	-1.00000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
β	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	0.55611 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 
γ	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
γ	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	-0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
γ	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	-0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
γ	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
γ	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
γ	s9	-0.54545 	-0.45455 	-0.54545 	-0.09091 	-0.63636 	0.18182 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	#	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	-0.53645 	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
#role	situation	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	-0.53645 	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-0.50000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-0.50000 	-0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-0.50000 	-0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-0.50000 	0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.25034 	-0.50000 	0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.25034 	-0.50000 	1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.25034 	-0.50000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.25034 	-0.50000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.25034 	-0.50000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.25034 	-0.50000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36364 	-0.50000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36364 	-0.50000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36364 	-0.50000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36364 	-0.50000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36364 	-0.50000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.36364 	-0.50000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.06017 	-0.50000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.06017 	-0.50000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.06017 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.00000 	0.06017 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
#	0	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	0.06017 	0.00000 	-1.40000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.06017 	-0.50000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.71252 	-0.50000 	-0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.71252 	-0.50000 	-0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.71252 	-0.50000 	0.20000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.71252 	-0.50000 	0.60000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.71252 	-0.50000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 
β	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.71252 	-0.50000 	-1.00000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
β	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.90909 	-0.50000 	-0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
β	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.90909 	-0.50000 	-0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
β	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.90909 	-0.50000 	0.20000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
β	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.90909 	-0.50000 	0.60000 	-1.00000 	-1.00000 	1.00000 	-1.00000 	-1.00000 	-1.00000 	-1.00000 
